"","r","x","pi"
"1",-1.59060766767317,1.17874740548271,-0.272566572071256
"2",-1.43364288960445,1.13359875356506,-0.614102938947946
"3",-0.472357598265739,1.27725504178059,0.939838584420695
"4",-0.789400681680547,0.280729707575523,0.0497315463841363
"5",-1.21603848561552,-0.748020573864094,0.198937435127557
"6",-0.15997763906264,-1.35806349629484,0.113390905094396
"7",0.237730996102515,-1.4461642470198,-0.443412735991919
"8",-1.39021180244243,-1.87738729854128,-0.944141063782255
"9",-2.85488914097963,-2.03091610189542,-2.81606423898528
"10",-4.13260642098604,-3.34389163757192,-3.05664143137692
"11",-4.30983612688859,-1.72676655457703,-2.14638582874275
"12",-4.12042512946231,-1.70489547105379,-1.6190715058217
"13",-3.43352217289987,-2.72018437894029,0.034035487795262
"14",-2.46092616914647,-3.41645374054357,0.82994316785332
"15",-1.38134747606959,-5.51300273218701,1.10747632845146
"16",2.80766928571416,1.90152180862896,1.386983499332
"17",6.72517211394305,3.72880185325809,4.25423894714219
"18",7.16770915351248,1.47167781857658,0.176081293449267
"19",4.59692195441584,4.4709899788073,-0.864087397167635
"20",2.9545045723515,4.15821115315536,-0.397985462761703
"21",4.05115327544072,0.9527038060069,1.31488557221588
"22",3.18430302406646,-0.686446351346496,-0.135260387863637
"23",3.128427234199,-1.57436811915622,2.0922078265535
"24",1.50586345276136,-3.12751327647284,0.465939167381678
"25",0.245256565064976,-1.50280936820998,0.455360739815151
"26",0.536657366763911,0.59912780742784,0.714852775134227
"27",0.447412461286658,0.710028357051258,0.0660421968301289
"28",-0.13852677031421,2.9129711817482,-0.00709723957222522
"29",1.82697181628471,3.75125882555573,0.0121824306742002
"30",-0.312785198194872,2.9801253001517,-1.02085900865802
"31",-1.92405586916277,1.2392775141255,0.075080310735872
"32",-1.38059330267378,-1.13225388533832,0.0966121516775778
"33",-1.27302963615708,-2.63352856467119,0.128913147106399
"34",-4.06746055017877,-7.18494947343708,-5.13033423399183
"35",-6.75968247666109,-7.99070423259663,-2.13571425260972
"36",-6.91782542238713,-5.8031370715549,0.0951450181776847
"37",-1.4481882645581,1.14320203600592,8.681862616207
"38",-1.68881703920086,-0.809368210731682,1.60555099640389
"39",-2.38188790795645,-2.11846618273345,-1.04624901611787
"40",-6.11882595620973,0.574148709882328,-6.24619551293558
"41",-4.81492882335487,0.103224117637527,-1.61818781479481
"42",1.03993862793406,-4.39278681766051,5.60460789552441
"43",0.657536960091717,-6.75816456110157,1.80197537839059
"44",-3.17569962587463,-5.65674626070627,-1.55313577296471
"45",-4.80916268586296,-5.53997086381167,-3.55727987026319
"46",-3.47081565912508,-5.0975575514824,-0.61960584768685
"47",-5.95436759888239,-6.56701193004368,-3.92791743762396
"48",-9.42096286277624,-4.6746175485452,-5.19382039816486
"49",-10.6944886367939,0.138052361289269,-8.00008032587514
"50",-11.9836443682346,-6.4067101604519,-6.17336348932353
"51",-16.4443011034624,-7.91584999696026,-6.87423641359193
"52",-15.7722715253334,-4.4266801636981,-4.44184636238254
"53",-10.2076246337066,-1.37768370750596,0.918503246755367
"54",-9.14254661380635,1.45250224491425,-0.967728798257277
"55",-6.89658544133952,4.56056079544426,-1.76333372916586
"56",-4.07885006077599,5.50839224862033,-1.24137646153384
"57",-1.92132898615214,2.17718085530432,-1.4315275275917
"58",-0.631730002830202,2.72230730108971,-0.529194790651019
"59",0.951885511771956,3.11056268632252,-0.809707724660888
"60",2.21870418123267,3.97698184956029,0.138391096280527
"61",1.96058084634875,3.55179668380118,-1.21894866052882
"62",0.918406761497678,3.05412612993373,-0.590527313586521
"63",1.71887224035685,3.27514378842586,0.529153497542211
"64",2.13920921712155,5.44176170320931,1.86575872446629
"65",1.97010709924063,1.17386903110762,1.30635526641975
"66",0.400825128696782,-0.941905452668933,-0.803110481307246
"67",-0.311652946711472,-1.45119317320612,0.779277359484528
"68",0.399384013273351,-1.10581682372659,1.94556944314772
"69",1.12422127888807,-0.490875346839692,1.29237378342898
"70",0.691455313976298,-1.40931327703208,-0.51189595323853
"71",-2.17753819502141,-7.35004516502509,-1.76145274606528
"72",-7.67857538588624,-6.76655322143497,-7.62629970497528
"73",-11.9535157689577,-3.76696868769014,-9.40586702474161
"74",-14.321179352455,-2.31558634685142,-8.19331359045072
"75",-13.5372424132623,1.42751594643374,-5.41920428068452
"76",-10.7976948695099,5.32165930885775,-2.92403709437712
"77",-6.50830341738748,8.35472574391234,-0.439236081415792
"78",-1.76723052566712,7.45747008692315,0.621381194734483
"79",1.2744650971396,4.25214492674391,0.745048361227328
"80",2.62158688756635,2.29486938650693,0.288298284841327
"81",3.57582345870748,-0.201632732299949,1.3196317494414
"82",2.98215970185497,-4.32414983258252,1.3210347720094
"83",0.17715275799881,-4.83316542304459,0.525095566238114
"84",-2.91490583456349,-4.62371506182083,-1.34259432730721
"85",-4.39524930599379,-3.14603968337586,-1.26378322230841
"86",-3.90350835793135,-3.70797646902999,-1.32520433771152
"87",-3.27301373246146,-3.35522318467831,-1.5324879021059
"88",-3.06205804189502,-2.23028242629429,-1.11858347474475
"89",-0.979526862287986,-0.369405957997483,0.594034232704885
"90",2.01605801819516,0.665046941073041,3.21225048363741
"91",4.73354013690674,-0.222124204845931,3.24429722452831
"92",4.57060767261983,-1.90617403883977,2.64363876725732
"93",4.54351163878871,-2.16091061073142,1.2510100067068
"94",2.42006906740736,-2.77611611024913,-0.124382542146608
"95",1.46191831500789,-3.03759799224219,-0.674727691713895
"96",0.46753470745629,-2.36578059996996,-0.50377813746959
"97",-1.2949480606577,-1.01300668271396,-0.233038003153339
"98",-1.53501551050727,0.576994132477077,0.534564487852307
"99",0.284570983185306,1.11885826471307,0.502536898901948
"100",0.662563306864463,0.698311702504342,0.528207312713664
"101",-0.615651236663496,-1.22879351756061,-0.185665252574306
"102",-2.7192640726876,-1.28564411351716,-1.16223819132893
"103",-2.83527995544663,1.6128883668475,0.317245704805036
"104",-2.53467521927503,2.01611678604221,-1.2541685561578
"105",-0.503991889501641,1.00984957056877,-1.18001041842502
"106",-1.18222948879675,1.64879804504251,-0.130022608375317
"107",-0.0389299660635263,4.42221184018827,0.470102382286189
"108",2.39171456712729,3.48930929263094,1.02662725874276
"109",4.98876440217884,8.46507103541866,1.81426149215415
"110",2.88468283169184,10.3496319467383,-1.83486535216436
"111",10.8480181046698,8.9651663953601,8.8068477505073
"112",14.0239799508054,0.0615787076536733,8.94073855126694
"113",11.7723580597377,-6.96258850944817,3.39618588966657
"114",4.91541200497701,-9.18011289568415,-0.534963941853617
"115",-3.72014896501357,-8.59795218431973,-7.69362703350112
"116",-10.1171518767552,-8.57240942444835,-8.37947393754277
"117",-13.2942507751509,-9.55951927097177,-5.40740026688685
"118",-14.4295260237683,-13.5535792005062,-4.00482819014098
"119",-11.983982763656,-11.4134230707602,0.774315091301211
"120",-9.67141184338823,-7.17035795342173,-0.334774190194143
"121",-7.29261137182999,-1.71273080715841,-0.902602452658695
"122",-4.47924127184842,3.60747547993534,0.432887441007862
"123",-1.71559945853279,4.06039309378012,1.32839430875022
"124",-1.31058281743007,4.75696556496571,1.05658025023497
"125",-0.527193251703344,3.67298144908532,0.82139192391477
"126",0.787964183428416,2.82366186062286,-0.294762796477477
"127",1.20895442434022,1.99442044731284,-0.740780196756153
"128",3.10836641634791,2.20647179060789,1.06541428369658
"129",2.82105718404127,1.73655755489873,1.05184782925771
"130",1.9422240569451,1.02538102100892,1.06541735431757
"131",1.36808624730799,0.254398286114275,-0.157439074454794
"132",1.82356891787735,-1.76590282661569,-0.382967055808377
"133",2.4205235342113,-4.48366569792452,-0.783047339564614
"134",0.954483160905967,-5.94860810783686,-1.72124004974546
"135",-0.803796644277575,-5.84030739909724,-3.04320567210738
"136",-0.983024252531755,-5.40792312322031,-1.40773432647521
"137",-0.0781771783962026,-4.2526341059978,-0.351000483431711
"138",1.44462454287895,-4.12586527839837,-0.892717848512843
"139",2.47561657442372,-3.41345167065504,-0.830214173882874
"140",1.95781973788037,-4.26615899489355,-1.25162656065422
"141",1.7385436885966,-4.3927152201103,-1.75236265465234
"142",-0.481428459764776,-3.36130364495539,-1.26422856302204
"143",-2.37290257752247,-1.80143266513205,-0.969201457777407
"144",-1.76798343946774,-0.492980436816718,0.0591239057742332
"145",0.239262908999437,0.142402745062341,1.21257743153011
"146",1.17545152904921,-1.34934750754614,1.34528579531241
"147",1.39038277148886,-1.81979210564938,1.39447943619873
"148",2.40127999837875,-2.15876719638186,1.02321423534077
"149",1.86844442793229,-2.10571777578124,0.673378941954125
"150",1.00115427728521,-1.98271205744722,0.377334956492425
"151",-0.0934592721237653,-1.28627238867271,0.0335271994798141
"152",-0.847339057849567,-1.12598872402623,-0.0416971066254544
"153",-0.178100934793554,-0.709202406420031,-0.253067992013154
"154",0.849844226344177,-0.927469314177194,0.597144015771056
"155",1.86782245605148,-2.52196563509177,0.661331606025049
"156",-0.864527555136164,-2.76418228315609,-0.580813788189509
"157",-2.49002444638369,-1.54830917258607,0.190817423619335
"158",-1.48675939968317,-0.491235612846533,0.858583442843981
"159",-0.61542295858156,-0.245581956155996,0.228551230467878
"160",0.148149487257155,1.08662254909883,2.18277987332387
"161",2.03158229461314,0.412560653253207,2.51032956313028
"162",0.777411825838043,1.11749971072123,0.423384795421472
"163",0.0297048207735018,2.09057603602137,0.161135888440055
"164",-2.05732073470077,3.98927546520724,-0.271278828034618
"165",-1.10801449522471,3.96198338580188,0.989373182809221
"166",1.02821416940105,5.00965151256467,0.881099778412048
"167",3.41550518549093,3.64863045263126,1.35565808234961
"168",4.40214381426963,1.50704897820648,1.00625994185347
"169",4.40287090260447,0.9865720851998,2.1015417747059
"170",3.48123115982884,0.502627964025838,0.673287635332692
"171",-1.75549707305078,-0.536735932204992,-3.25067389077753
"172",-2.27751322812916,0.396787239076076,-2.77957862253088
"173",-0.917383980684257,2.29603803437927,0.271596294936237
"174",1.84041946925661,3.49846025654293,0.579697826916528
"175",1.13821592768703,3.50774101270093,-0.67091839550024
"176",1.50263332825822,3.28318568062092,-0.400914760114924
"177",1.70957657755153,1.1500822551409,-1.59847026725797
"178",-0.0679101335363897,0.0223230303567964,-2.28423750351773
"179",0.30853302928974,0.268762085389283,-1.85469285858975
"180",-1.98759045791615,-1.23517312766695,-3.20334988619519
"181",-3.7406389634438,0.164651471834101,-4.27815237926376
"182",-6.83700032716408,0.000868622748548376,-6.37942839532663
"183",-4.24022741073092,3.05615873181469,0.592413553590018
"184",-1.54973261306875,9.25010890756705,-1.4554792442235
"185",4.2218440133319,17.6209820948158,1.80065552362082
"186",10.4100902560746,24.3943494526213,5.03158872288147
"187",11.3765745861301,19.6686045807885,2.83926605631641
"188",14.5771977185538,20.0023267098983,5.00992834310634
"189",19.1097340702619,16.3690694244778,8.36058927220194
"190",13.4296796722931,5.12513320436529,0.20243598920274
"191",0.393555420187861,-13.7107536251155,-8.80841540195421
"192",-8.08724713285718,-15.4864737727762,-8.53634523158867
"193",-5.34185351213733,-5.56149997767755,2.5162858685823
"194",-4.79177673469246,-7.45436605403004,-1.5085984481608
"195",-4.37463680016086,-2.82978214567141,-2.8142625447024
"196",-2.07359952640894,-1.85392548420844,-1.18087831810068
"197",-2.47819862595884,-1.53139585015425,-3.30101718587238
"198",-2.08075404308678,-0.460346299120481,-2.75356829402313
"199",-5.35010264668774,0.43005383852529,-7.54545662978379
"200",-6.52017693445659,4.98738891504383,-5.8260677869353
"201",-0.633071764115054,7.27335985211829,-0.466099704189563
"202",4.54850939767737,7.16727495752175,3.79050347318946
"203",7.10017290412725,4.02537902360026,4.41887858188639
"204",9.87164575678496,2.66607444469634,5.99956766621914
"205",10.6877845811055,0.130850828043694,6.58303226618376
"206",9.68666051193889,-3.16595958665539,6.02602378879188
"207",6.74754453107537,-2.00143752353348,2.23495835299934
"208",4.02611517855797,-3.28096832516252,0.53679811410196
"209",2.73003609368707,0.242429414052515,-0.150236617148988
"210",0.849310457037406,0.432858231697635,-0.275862812111999
"211",-1.35796875529988,-0.817916873820405,-1.71914310399295
"212",-3.0566000952385,-1.3100491100807,-1.07535092246226
"213",-1.19257234339284,0.051279648789745,0.630960773267601
"214",-0.607511017678865,0.911266898863422,0.970372480707985
"215",0.593235087656303,0.164346969747245,1.79666692548254
"216",1.19922493451449,-1.66749917714221,1.51306691118651
"217",3.62962935461551,-3.33097616647455,1.14999255928636
"218",1.37331829840395,-4.57837277546547,-1.36033081233858
"219",0.483940392546034,-5.67154836504394,-0.98680928181117
"220",0.333050818074813,-3.51131428291421,1.2782145247654
"221",3.44197345677451,-4.75771819384882,3.94954414174239
"222",5.0221969209365,-4.99115376886956,4.06335475643209
"223",2.68100799199304,-3.48939970420964,0.203715861316106
"224",1.86995324213652,-4.123992532864,1.01674665598289
"225",0.181570103602497,-1.48963596267198,-1.35468608654276
"226",-3.03022746969566,-0.0847557434524863,-4.03248353649544
"227",-5.65429276696315,-2.4485407604216,-5.57266312071925
"228",-4.35646746473922,-4.85206071569345,-0.183341525562892
"229",-2.28396124778319,-5.46857267750951,-1.63832944433555
"230",-4.09473586556847,-9.06148788845713,-3.43459300818708
"231",-7.50348007719632,-11.7691274546798,-5.41002248720368
"232",-7.50800300978657,-12.7458951250966,-4.0759136586436
"233",-6.80384934321713,-11.0146853309908,-1.96815501979376
"234",-5.24558618779443,-10.1582861033199,0.357647802803385
"235",-4.41842818891641,-11.4337033905488,0.29989276341605
"236",-6.67211660254929,-14.6323428432502,-4.83929395760457
"237",-6.66672438281707,-9.57906055321379,-2.66968186135091
"238",-2.49618848338871,-5.98101373766587,1.66448525885991
"239",-5.82045422058541,-3.68151919946609,-7.38351407082957
"240",-11.4734397968075,-5.57070315483113,-10.8125790052669
"241",-9.5986529502242,0.608847323978298,-5.10982926649982
"242",-3.92242434046559,5.29388886448278,-2.29314034413349
"243",-0.604988147671968,7.33623707429241,-2.54864400917493
"244",1.17844704550264,8.28878055455607,0.200727273911425
"245",1.87783152703535,7.51296605381174,1.94348017118648
"246",2.59038023918193,6.04834559489686,1.14336316798437
"247",4.31692017059324,4.26567346362357,0.113190890766248
"248",2.59779725503444,1.61874165765367,-1.56188823726921
"249",1.22136919454787,2.4490302230749,-1.38103436220417
"250",0.861503309710427,2.86143332591656,0.65870132468439
"251",0.783068286225769,4.04552382809022,0.0374279992230473
"252",-0.149867488665707,2.79954399101952,-0.329639480352892
"253",0.185441331595501,0.383479426942705,0.771624580544159
"254",0.345430522608532,-0.603286886928824,1.27174978009951
"255",0.64953094622783,-1.75006131199972,0.135268523895097
"256",0.380278375469643,-2.59814172623552,-0.230278064371629
"257",0.204696964128942,-1.41261289947343,0.487922703659251
"258",-0.305914632651951,-1.61697158053875,0.700432401888264
"259",1.13170615681526,-1.34473750328429,-0.0422601459195682
"260",1.40985126753128,-1.30321392970848,0.693373706918778
